PROFILE_KEY,MARKET_NAME,HOTEL_NAME,PROPERTY_CODE,LAUNCH_DATE,CITY_STATE,LOCATION_GROUP_1,LOCATION_GROUP_2,PROPERTY_PAGE_URL,AVAILABILITY_URL,PROPERTY_MIN_RATE,PROPERTY_MIN_ASTERISK,PROPERTY_MAX_RATE,PROPERTY_MAX_ASTERISK,CURRENCY_SYMBOL,INTERNATIONAL,OFFER_START_DATE,OFFER_END_DATE,EMAIL_VEOF,MARKET_STATE ,MARKET_CITY ,PROPERTY_STATE ,PROPERTY_CITY ,ADDRESS1 ,ZIP,MARSHA_CODE ,TOP_DESTINATIONS,REGION
SEAWV20150427,Washington - Seattle,Courtyard Seattle Sea-Tac Area,SEAWV,20150427,"Tukwila, WA",,,www.marriott.com/property/propertyPage/SEAWV?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SEAWV&cc=MEB&fromDate=04/30/15&toDate=05/03/15,87, ,95, ,$, ,20150430,20150503,WASEAT,Washington,Seattle,WA,Tukwila,16038 West Valley Highway,98188,seawv,Y,NORTHWEST
YULCC20150427,Canada - Montreal,Montreal Marriott Chateau Champlain,YULCC,20150427,"Montreal, Quebec",,,www.marriott.com/property/propertyPage/YULCC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YULCC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,157, ,209, ,CAD,Y,20150430,20150503,CANMON,Canada,Montreal,Quebec,Montreal,1050 de la Gauchetiere West,H3B 4C9,yulcc,Y,CANADA
YULFI20150427,Canada - Montreal,Fairfield Inn & Suites Montreal Airport,YULFI,20150427,"Montreal, Quebec",,,www.marriott.com/property/propertyPage/YULFI?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YULFI&cc=MEB&fromDate=04/30/15&toDate=05/03/15,99, ,115, ,CAD,Y,20150430,20150503,CANMON,Canada,Montreal,Quebec,Montreal,700 Avenue Michel Jasmin,H9P1C5,yulfi,Y,CANADA
YULMA20150427,Canada - Montreal,Montreal Airport Marriott In-Terminal Hotel,YULMA,20150427,"Dorval, Quebec",,,www.marriott.com/property/propertyPage/YULMA?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YULMA&cc=MEB&fromDate=05/01/15&toDate=05/03/15,143, ,159,*,CAD,Y,20150430,20150503,CANMON,Canada,Montreal,Quebec,Dorval,800 Place Leigh Capreol,H4Y 0A4,yulma,Y,CANADA
YOWMC20150427,Canada - Ontario,Ottawa Marriott Hotel,YOWMC,20150427,"Ottawa, Ontario",,,www.marriott.com/property/propertyPage/YOWMC?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YOWMC&cc=MEB&fromDate=04/30/15&toDate=05/03/15,135, ,167, ,CAD,Y,20150430,20150503,CANONT,Canada,Ontario,Ontario,Ottawa,100 Kent Street,K1P 5R7,yowmc,N,CANADA
YQAJW20150427,Canada - Ontario,JW Marriott The Rosseau Muskoka Resort & Spa,YQAJW,20150427,"Minett, Ontario",,,www.marriott.com/property/propertyPage/YQAJW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YQAJW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,183, ,223,*,CAD,Y,20150430,20150503,CANONT,Canada,Ontario,Ontario,Minett,1050 Paignton House Rd,P0B 1G0,yqajw,N,CANADA
YTRTS20150427,Canada - Ontario,TownePlace Suites Belleville,YTRTS,20150427,"Belleville, Ontario",,,www.marriott.com/property/propertyPage/YTRTS?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=YTRTS&cc=MEB&fromDate=05/01/15&toDate=05/03/15,127,*, , ,CAD,Y,20150430,20150503,CANONT,Canada,Ontario,Ontario,Belleville,400 Bell Boulevard,K8P 5H8,ytrts,N,CANADA
BOGAK20150427,Colombia - Bogota,"The Artisan D.C. Hotel, Autograph Collection",BOGAK,20150427,"Bogota, Colombia",,,www.marriott.com/property/propertyPage/BOGAK?corporateCode=MEB&fromDate=04/30/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=BOGAK&cc=MEB&fromDate=04/30/15&toDate=05/03/15,120, ,224, ,$,Y,20150430,20150503,COLBOG,Colombia,Bogota,Colombia,Bogota,Av. Calle 72 No. 5 - 51,,bogak,N,OTHER
SDQCY20150427,Dominican Republic - Santo Domingo,Courtyard Santo Domingo,SDQCY,20150427,"Santo Domingo, Dominican Republic",,,www.marriott.com/property/propertyPage/SDQCY?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SDQCY&cc=MEB&fromDate=05/01/15&toDate=05/03/15,79, ,119,*,$,Y,20150430,20150503,DOMSAN,Dominican Republic,Santo Domingo,Dominican Republic,Santo Domingo,50A Maximo Gomez Avenue,,sdqcy,N,OTHER
SDQJW20150427,Dominican Republic - Santo Domingo,JW Marriott Hotel Santo Domingo,SDQJW,20150427,"Santo Domingo, Dominican Republic",,,www.marriott.com/property/propertyPage/SDQJW?corporateCode=MEB&fromDate=05/01/15&toDate=05/03/15,www.marriott.com/reservation/availability.mi?propertyCode=SDQJW&cc=MEB&fromDate=05/01/15&toDate=05/03/15,183, ,239,*,$,Y,20150430,20150503,DOMSAN,Dominican Republic,Santo Domingo,Dominican Republic,Santo Domingo,Winston Churchill Avenue No. 93,10501,sdqjw,N,OTHER
